"","course_code","title","credits","department","course_number"
"2969","PSY 401","Research: [Topic]","1-21","PSY","401"
"2970","PSY 403","Thesis","1-12","PSY","403"
"2971","PSY 405","Reading and Conference: [Topic]","1-21","PSY","405"
"2972","PSY 406","Practicum: [Topic]","1-12","PSY","406"
"2973","PSY 407","Seminar: [Topic]","1-5","PSY","407"
"2974","PSY 408","Laboratory Projects: [Topic]","1-12","PSY","408"
"2975","PSY 409","Terminal Project","1-12","PSY","409"
"2976","PSY 410","Experimental Course: [Topic]","1-5","PSY","410"
"2977","PSY 412","Applied Data Analysis","4","PSY","412"
"2978","PSY 420","Psychology and Law","4","PSY","420"
"2979","PSY 422","Forensic Psychology","4","PSY","422"
"2980","PSY 433","Learning and Memory","4","PSY","433"
"2981","PSY 436","Human Performance","4","PSY","436"
"2982","PSY 438","Perception","4","PSY","438"
"2983","PSY 439","Psychology and Evolution","4","PSY","439"
"2984","PSY 445","Brain Mechanisms of Behavior","4","PSY","445"
"2985","PSY 449","Cognitive Neuroscience","4","PSY","449"
"2986","PSY 450","Hormones and Behavior","4","PSY","450"
"2987","PSY 457","Group Dynamics","4","PSY","457"
"2988","PSY 458","Decision-Making","4","PSY","458"
"2989","PSY 459","Cultural Psychology","4","PSY","459"
"2990","PSY 460","Stereotyping and Prejudice","4","PSY","460"
"2991","PSY 468","Motivation and Emotion","4","PSY","468"
"2992","PSY 472","Psychology of Trauma","4","PSY","472"
"2993","PSY 473","Intimate Relationships","4","PSY","473"
"2994","PSY 475","Cognitive Development","4","PSY","475"
"2995","PSY 478","Social Development","4","PSY","478"
"2996","PSY 479","Infancy","4","PSY","479"
"2997","PSY 480","Development and Psychopathology","4","PSY","480"
"2998","PSY 490","Honors in Psychology","1 Credit.","PSY","490"
"2999","PSY 491","Honors is Psychology","1 Credit.","PSY","491"
"3000","PSY 492","Honors in Psychology","1 Credit.","PSY","492"
"3001","REL 101","World Religions: Asian Traditions","4","REL","101"
"3002","REL 102","World Religions: Near Eastern Traditions","4","REL","102"
"3003","REL 199","Special Studies: [Topic]","1-5","REL","199"
"3004","REL 200M","Temp Multilist Course","4","REL","200M"
"3005","REL 211","Early Judaism","4","REL","211"
"3006","REL 222","Introduction to the Bible I","4","REL","222"
"3007","REL 223","Introduction to the Bible II","4","REL","223"
"3008","REL 233","Introduction to Islam","4","REL","233"
"3009","REL 302","Chinese Religions","4","REL","302"
"3010","REL 303","Japanese Religions","4","REL","303"
"3011","REL 304","Religions of India","4","REL","304"
"3012","REL 317","Jesus and the Gospels","4","REL","317"
"3013","REL 321","History of Christianity I","4","REL","321"
"3014","REL 322","History of Christianity II","4","REL","322"
"3015","REL 323","History of Christianity III","4","REL","323"
"3016","REL 324","History of Eastern Christianity I","4","REL","324"
"3017","REL 325","History of Eastern Christianity II","4","REL","325"
"3018","REL 335","Introduction to the Qur'an","4","REL","335"
"3019","REL 353","Dark Self, East and West","4","REL","353"
"3020","REL 355","Mysticism","4","REL","355"
"3021","REL 357","War, Terrorism, and Religion","4","REL","357"
"3022","REL 359","Religion After Atheism","4","REL","359"
"3023","REL 399","Special Studies: [Topic]","1-5","REL","399"
"3024","REL 401","Research: [Topic]","1-4","REL","401"
"3025","REL 403","Thesis","1-4","REL","403"
"3026","REL 405","Reading and Conference: [Topic]","1-4","REL","405"
"3027","REL 407","Seminar: [Topic]","1-4","REL","407"
"3028","REL 408","Workshop: [Topic]","1-12","REL","408"
"3029","REL 409","Terminal Project","1-12","REL","409"
"3030","REL 410","Experimental Course: [Topic]","1-4","REL","410"
"3031","REL 411","Making Sense of Religion","4","REL","411"
"3032","REL 414","Biblical Book: [Topic]","4","REL","414"
"3033","REL 432","Islamic Mysticism: [Topic]","4","REL","432"
"3034","REL 440","Readings in Buddhist Scriptures","4","REL","440"
"3035","REL 444","Medieval Japanese Buddhism","4","REL","444"
"3036","RL 151","Mediterranean Foodways","4","RL","151"
"3037","RL 152","Feminist Lens: Italian and French Cinema","4","RL","152"
"3038","RL 199","Special Studies: [Topic]","1-5","RL","199"
"3039","RL 399","Special Studies: [Topic]","1-5","RL","399"
"3040","RL 404","Bilingual Internship","2","RL","404"
"3041","RL 407","Seminar: [Topic]","1-5","RL","407"
"3042","RL 410","Experimental Course: [Topic]","1-5","RL","410"
"3043","RUSS 101","First-Year Russian","5","RUSS","101"
"3044","RUSS 102","First-Year Russian","5","RUSS","102"
"3045","RUSS 103","First-Year Russian","5","RUSS","103"
"3046","RUSS 196","Field Studies: [Topic]","1-2","RUSS","196"
"3047","RUSS 198","Workshop: [Topic]","1-2","RUSS","198"
"3048","RUSS 199","Special Studies: [Topic]","1-5","RUSS","199"
"3049","RUSS 201","Second-Year Russian I","5","RUSS","201"
"3050","RUSS 202","Second-Year Russian II","5","RUSS","202"
"3051","RUSS 203","Second-Year Russian III","5","RUSS","203"
"3052","RUSS 204","Introduction to Russian Literature","4","RUSS","204"
"3053","RUSS 205","Introduction to Russian Literature","4","RUSS","205"
"3054","RUSS 206","Introduction to Russian Literature","4","RUSS","206"
"3055","RUSS 240","Russian Culture","4","RUSS","240"
"3056","RUSS 309","Russian through Theater","2-4","RUSS","309"
"3057","RUSS 316","Third-Year Russian I","5","RUSS","316"
"3058","RUSS 317","Third-Year Russian II","5","RUSS","317"
"3059","RUSS 318","Third-Year Russian III","5","RUSS","318"
"3060","RUSS 334","Dostoevsky","4","RUSS","334"
"3061","RUSS 351","Russian Literature and Film","4","RUSS","351"
"3062","RUSS 360","Race in Russia and America","4","RUSS","360"
"3063","RUSS 399","Special Studies: [Topic]","1-5","RUSS","399"
"3064","RUSS 401","Research: [Topic]","2-6","RUSS","401"
"3065","RUSS 403","Thesis","3-6","RUSS","403"
"3066","RUSS 404","Internship: [Topic]","1-12","RUSS","404"
"3067","RUSS 405","Reading and Conference: [Topic]","1-6","RUSS","405"
"3068","RUSS 406","Field Studies: [Topic]","1-21","RUSS","406"
"3069","RUSS 407","Seminar: [Topic]","2-4","RUSS","407"
"3070","RUSS 408","Workshop: [Topic]","1-12","RUSS","408"
"3071","RUSS 409","Terminal Project","1-12","RUSS","409"
"3072","RUSS 410","Experimental Course: [Topic]","2-4","RUSS","410"
"3073","RUSS 434","Russian Literature: [Topic]","4","RUSS","434"
"3074","RUSS 436","Advanced Russian: [Topic]","4","RUSS","436"
"3075","REES 196","Field Studies: [Topic]","1-2","REES","196"
"3076","REES 198","Workshop: [Topic]","1-2","REES","198"
"3077","REES 199","Special Studies: [Topic]","1-5","REES","199"
"3078","REES 399","Special Studies: [Topic]","1-5","REES","399"
"3079","REES 401","Research: [Topic]","2-6","REES","401"
"3080","REES 403","Thesis","3-6","REES","403"
"3081","REES 405","Reading and Conference: [Topic]","1-5","REES","405"
"3082","REES 406","Field Studies: [Topic]","1-21","REES","406"
"3083","REES 407","Seminar: [Topic]","2-4","REES","407"
"3084","REES 408","Workshop: [Topic]","2-12","REES","408"
"3085","REES 409","Terminal Project","1-12","REES","409"
"3086","REES 410","Experimental Course: [Topic]","2-6","REES","410"
"3087","SCAN 196","Field Studies: [Topic]","1-2","SCAN","196"
"3088","SCAN 198","Workshop: [Topic]","1-2","SCAN","198"
"3089","SCAN 199","Special Studies: [Topic]","1-5","SCAN","199"
"3090","SCAN 220M","Existentialist Literature and Thought","4","SCAN","220M"
"3091","SCAN 251","Text and Interpretation","4","SCAN","251"
"3092","SCAN 259","Vikings through the Icelandic Sagas","4","SCAN","259"
"3093","SCAN 280M","The Quality of Life in Germany and Scandinavia","4","SCAN","280M"
"3094","SCAN 315","Nordic Cinema","4","SCAN","315"
"3095","SCAN 316","History of Cinema","4","SCAN","316"
"3096","SCAN 317","Directors, Movements, and Manifestos","4","SCAN","317"
"3097","SCAN 325","Constructions versus Constrictions of Identity","4","SCAN","325"
"3098","SCAN 341","Revisions of the Scandinavian Dream","4","SCAN","341"
"3099","SCAN 343","Norse Mythology","4","SCAN","343"
"3100","SCAN 344","Medieval Hero and Monster","4","SCAN","344"
"3101","SCAN 345M","Food, Culture, and Identity in Germany and Scandinavia","4","SCAN","345M"
"3102","SCAN 351","Periods in Scandinavian Literature","4","SCAN","351"
"3103","SCAN 353","Scandinavian Women Writers","4","SCAN","353"
"3104","SCAN 354","Genres in Scandinavian Literature","4","SCAN","354"
"3105","SCAN 399","Special Studies: [Topic]","1-5","SCAN","399"
"3106","SCAN 401","Research: [Topic]","1-21","SCAN","401"
"3107","SCAN 403","Thesis","1-12","SCAN","403"
"3108","SCAN 405","Reading and Conference: [Topic]","1-21","SCAN","405"
"3109","SCAN 406","Practicum: [Topic]","1-12","SCAN","406"
"3110","SCAN 407","Seminar: [Topic]","1-5","SCAN","407"
"3111","SCAN 408","Workshop: [Topic]","1-21","SCAN","408"
"3112","SCAN 409","Terminal Project","1-12","SCAN","409"
"3113","SCAN 410","Experimental Course: [Topic]","1-5","SCAN","410"
"3114","SPSY 401","Research: [Topic]","1-12","SPSY","401"
"3115","SPSY 405","Special Problems: [Topic]","1-12","SPSY","405"
"3116","SPSY 406","Practicum: [Topic]","1-12","SPSY","406"
"3117","SPSY 407","Seminar: [Topic]","1-5","SPSY","407"
"3118","SPSY 408","Workshop: [Topic]","1-21","SPSY","408"
"3119","SPSY 409","Terminal Project","1-12","SPSY","409"
"3120","SPSY 410","Experimental Course: [Topic]","1-5","SPSY","410"
"3121","SPSY 411","School Mental Health Promotion","3","SPSY","411"
"3122","SOC 196","Field Studies: [Topic]","1-2","SOC","196"
"3123","SOC 198","Workshop: [Topic]","1-2","SOC","198"
"3124","SOC 199","Special Studies: [Topic]","1-5","SOC","199"
"3125","SOC 204","Introduction to Sociology","4","SOC","204"
"3126","SOC 207","Social Inequality","4","SOC","207"
"3127","SOC 280","Introduction to Criminology","4","SOC","280"
"3128","SOC 301","American Society","4","SOC","301"
"3129","SOC 304","Community, Environment, and Society","4","SOC","304"
"3130","SOC 310","Social Theory","4","SOC","310"
"3131","SOC 311","Research Methods","4","SOC","311"
"3132","SOC 312","Statistical Analysis in Sociology","4","SOC","312"
"3133","SOC 313","Social Issues and Movements","4","SOC","313"
"3134","SOC 317","Sociology of the Mass Media","4","SOC","317"
"3135","SOC 328","Self and Society","4","SOC","328"
"3136","SOC 330","Sociology of the Family","4","SOC","330"
"3137","SOC 345","Race and Ethnicity","4","SOC","345"
"3138","SOC 346","Work and Occupations","4","SOC","346"
"3139","SOC 355","Sociology of Gender","4","SOC","355"
"3140","SOC 370","Urban Sociology","4","SOC","370"
"3141","SOC 380","Deviance, Social Control, and Crime","4","SOC","380"
"3142","SOC 385","Medical Sociology","4","SOC","385"
"3143","SOC 399","Special Studies: [Topic]","1-5","SOC","399"
"3144","SOC 400M","Temporary Multilisted Course","1-5","SOC","400M"
"3145","SOC 401","Research: [Topic]","1-21","SOC","401"
"3146","SOC 403","Thesis","1-12","SOC","403"
"3147","SOC 404","Internship: [Topic]","1-12","SOC","404"
"3148","SOC 405","Reading and Conference: [Topic]","1-21","SOC","405"
"3149","SOC 406","Practicum: [Topic]","1-12","SOC","406"
"3150","SOC 407","Seminar: [Topic]","1-5","SOC","407"
"3151","SOC 408","Workshop: [Topic]","1-21","SOC","408"
"3152","SOC 409","Terminal Project","1-12","SOC","409"
"3153","SOC 410","Experimental Course: [Topic]","1-5","SOC","410"
"3154","SOC 412","Sociological Research Methods","4","SOC","412"
"3155","SOC 413","Sociological Research Methods","4","SOC","413"
"3156","SOC 416","Issues in Environmental Sociology [Topic]","4","SOC","416"
"3157","SOC 425","Issues in Sociology of Family: [Topic]","4","SOC","425"
"3158","SOC 442","Issues in Urban Sociology: [Topic]","4","SOC","442"
"3159","SOC 445","Sociology of Race and Ethnicity: [Topic]","4","SOC","445"
"3160","SOC 446","Issues in Sociology of Work: [Topic]","4","SOC","446"
"3161","SOC 447","Issues in Sociology of Organizations: [Topic]","4","SOC","447"
"3162","SOC 451","Social Stratification","4","SOC","451"
"3163","SOC 452","Issues of Migration: [Topic]","4","SOC","452"
"3164","SOC 455","Issues in Sociology of Gender: [Topic]","4","SOC","455"
"3165","SOC 456","Feminist Theory","4","SOC","456"
"3166","SOC 457","Sex and Society","4","SOC","457"
"3167","SOC 458","Issues in Cultural Sociology: [Topic]","4","SOC","458"
"3168","SOC 459","Issues in Science, Technology & Society: [Topic]","4","SOC","459"
"3169","SOC 465","Political Sociology","4","SOC","465"
"3170","SOC 467","Economic Sociology","4","SOC","467"
"3171","SOC 475","Marxist Sociological Theory","4","SOC","475"
"3172","SOC 484","Issues in Deviance, Control, and Crime: [Topic]","4","SOC","484"
"3173","SPAN 101","First-Year Spanish","5","SPAN","101"
"3174","SPAN 102","First-Year Spanish","5","SPAN","102"
"3175","SPAN 103","First-Year Spanish","5","SPAN","103"
"3176","SPAN 111","Intensive Beginning Spanish","5","SPAN","111"
"3177","SPAN 112","Intensive Beginning Spanish","5","SPAN","112"
"3178","SPAN 150","Hispanic and Latinx Cultures","4","SPAN","150"
"3179","SPAN 199","Special Studies: [Topic]","1-5","SPAN","199"
"3180","SPAN 200M","Temp Multilist Course","4","SPAN","200M"
"3181","SPAN 201","Intermediate Spanish I","4","SPAN","201"
"3182","SPAN 202","Intermediate Spanish II","4","SPAN","202"
"3183","SPAN 203","Intermediate Spanish III","4","SPAN","203"
"3184","SPAN 218","Latino Heritage I","5","SPAN","218"
"3185","SPAN 228","Latino Heritage II","5","SPAN","228"
"3186","SPAN 299","Special Studies: [Topic]","1-5","SPAN","299"
"3187","SPAN 301","Cultura y Lengua: Identidades Hispanas","4","SPAN","301"
"3188","SPAN 303","Cultura y lengua: expresiones artisticas","4","SPAN","303"
"3189","SPAN 305","Cultura y lengua Cambio Social","4","SPAN","305"
"3190","SPAN 307","Oral Skills","2","SPAN","307"
"3191","SPAN 308","Culture and Language Bilingual Communities","4","SPAN","308"
"3192","SPAN 311","Advanced Writing in Spanish","4","SPAN","311"
"3193","SPAN 312","Spanish in the Media","4","SPAN","312"
"3194","SPAN 320","Intensive Spanish Grammar Review","4","SPAN","320"
"3195","SPAN 322","Introduction to Hispanic Linguistics","4","SPAN","322"
"3196","SPAN 324","Spanish Pronunciation and Phonetics","4","SPAN","324"
"3197","SPAN 342","Hispanic Cultures through Literature II","4","SPAN","342"
"3198","SPAN 343","Hispanic Cultures through Literature III","4","SPAN","343"
"3199","SPAN 344","Hispanic Cultures through Literature IV","4","SPAN","344"
"3200","SPAN 348","Latinx Culture and Society","4","SPAN","348"
"3201","SPAN 350","Introduction to Poetry","4","SPAN","350"
"3202","SPAN 351","Introduction to Theater","4","SPAN","351"
"3203","SPAN 353","Introduction to Narrative","4","SPAN","353"
"3204","SPAN 355","Creative Writing in Spanish","4","SPAN","355"
"3205","SPAN 399","Special Studies: [Topic]","1-5","SPAN","399"
"3206","SPAN 403","Thesis","3-6","SPAN","403"
"3207","SPAN 405","Reading and Conference: [Topic]","1-6","SPAN","405"
"3208","SPAN 406","Practicum: [Topic]","1-12","SPAN","406"
"3209","SPAN 407","Seminar: [Topic]","1-6","SPAN","407"
"3210","SPAN 408","Workshop: [Topic]","1-12","SPAN","408"
"3211","SPAN 409","Terminal Project","1-12","SPAN","409"
"3212","SPAN 410","Experimental Course: [Topic]","1-4","SPAN","410"
"3213","SPAN 420","Spanish Linguistics: [Topic]","4","SPAN","420"
"3214","SPAN 424","History of the Spanish Language","4","SPAN","424"
"3215","SPAN 425","Literary Translation","4","SPAN","425"
"3216","SPAN 428","Spanish in the United States","4","SPAN","428"
"3217","SPAN 480","19th-Century Spanish American Literature: [Topic]","4","SPAN","480"
"3218","SPAN 490","20th-Century Latin American Literature: [Topic]","4","SPAN","490"
"3219","SPED 198","Workshop: [Topic]","1-2","SPED","198"
"3220","SPED 199","Special Studies: [Topic]","1-5","SPED","199"
"3221","SPED 401","Research: [Topic]","1-12","SPED","401"
"3222","SPED 405","Reading and Conference: [Topic]","1-21","SPED","405"
"3223","SPED 406","Practicum: [Topic]","1-12","SPED","406"
"3224","SPED 407","Seminar: [Topic]","1-5","SPED","407"
"3225","SPED 408","Workshop: [Topic]","1-21","SPED","408"
"3226","SPED 409","Terminal Project","1-12","SPED","409"
"3227","SPED 410","Experimental Course: [Topic]","1-5","SPED","410"
"3228","SPED 411","Foundations of Disability I","3","SPED","411"
"3229","SPED 415","Diversity and Special Education","3","SPED","415"
"3230","SPED 418","Disrupting the School to Prison Pipeline","3","SPED","418"
"3231","SPED 420","Applied Experience in Special Education","1-6","SPED","420"
"3232","SPED 422","Special Education Mathematics Instruction","4","SPED","422"
"3233","SPED 426","Behavior and Classroom Management","4","SPED","426"
"3234","SPED 428","Special Education Law","3","SPED","428"
"3235","SPED 432","Introduction to Behavioral Disorders","3","SPED","432"
"3236","SPED 436","Advanced Behavior and Classroom Management","3","SPED","436"
"3237","SPED 440","Early Literacy for Diverse Learners","4","SPED","440"
"3238","SPED 441","Intermediate Literacy for Diverse Learners","4","SPED","441"
"3239","SPED 442","Adolescent Literacy for Diverse Learners","4","SPED","442"
"3240","SPED 443","Supporting Students with Low-Incidence Disability","4","SPED","443"
"3241","SPED 470","Principles of Applied Behavior Analysis","5","SPED","470"
"3242","SPED 471","Applied Behavior Analysis Assessment","3","SPED","471"
